,Date,Number,Line,Sample,No leaves,Diameter,Perpendicular,Height,Average Leaf Thickness,BBCH,GDD Cumul.,PAR Cumul.,Cumul. Irrigation (mL),Cumul. Nitrates (milimoles)
271,2024-09-29,22,3,RNGRA2,10,24.2,20.6,12.55,0.3533333333333333,19,743.2118385,28775.3,1015.5,6.093
272,2024-09-29,16,3,RNGRA3,13,27.8,28.5,13.05,0.43,19,743.2118385,28775.3,997.5,5.985
273,2024-09-29,36,5,RNGRA4,10,30.3,25.6,13.25,0.2833333333333334,19,743.2118385,28775.3,885.5,5.313000000000001
274,2024-09-29,32,5,RNGRA5,6,19.2,14.1,13.45,0.2366666666666666,16,743.2118385,28775.3,911.25,5.4675
275,2024-09-29,33,5,RNGRB1,8,27.2,21.4,11.35,0.27,18,743.2118385,28775.3,890.5,11.576500000000001
276,2024-09-29,21,3,RNGRB2,11,30.4,29.3,11.55,0.2866666666666667,46,743.2118385,28775.3,1187.0,15.431000000000001
277,2024-09-29,31,5,RNGRB3,9,30.7,25.2,12.55,0.2733333333333333,39,743.2118385,28775.3,1027.25,13.35425
278,2024-09-29,35,5,RNGRB4,9,30.3,21.4,11.35,0.2766666666666666,19,743.2118385,28775.3,943.5,12.2655
279,2024-09-29,17,3,RNGRB5,12,32.3,26.5,13.95,0.2766666666666666,39,743.2118385,28775.3,1112.25,14.45925
280,2024-09-29,30,5,RNGRC1,11,30.3,27.2,10.15,0.33,44,743.2118385,28775.3,956.5,16.2605
281,2024-09-29,37,5,RNGRC2,10,30.6,29.2,8.15,0.3,19,743.2118385,28775.3,931.75,15.83975
282,2024-09-29,34,5,RNGRC3,10,32.5,23.2,11.55,0.2566666666666666,39,743.2118385,28775.3,1004.25,17.07225
283,2024-09-29,18,3,RNGRC4,13,28.4,23.2,10.25,0.4533333333333333,39,743.2118385,28775.3,1045.25,17.76925
284,2024-09-29,20,3,RNGRC5,10,27.5,29.4,12.05,0.3999999999999999,39,743.2118385,28775.3,1093.0,18.581
285,2024-09-29,28,4,RNROA1,6,13.5,10.3,8.95,0.28,16,743.2118385,28775.3,613.5,3.6810000000000005
286,2024-09-29,43,6,RNROA2,9,22.3,20.2,7.65,0.28,19,743.2118385,28775.3,801.25,4.8075
287,2024-09-29,41,6,RNROA3,10,25.3,23.8,7.25,0.27,19,743.2118385,28775.3,815.25,4.891500000000001
288,2024-09-29,39,6,RNROA4,9,20.5,22.1,10.05,0.3733333333333333,19,743.2118385,28775.3,826.25,4.9575000000000005
289,2024-09-29,25,4,RNROA5,9,25.4,19.2,10.35,0.29,19,743.2118385,28775.3,751.75,4.5105
290,2024-09-29,38,6,RNROB1,6,22.3,14.5,8.95,0.32,16,743.2118385,28775.3,687.25,8.93425
291,2024-09-29,23,4,RNROB2,10,23.2,19.6,10.55,0.3633333333333333,19,743.2118385,28775.3,849.75,11.04675
292,2024-09-29,27,4,RNROB3,8,24.5,21.7,10.35,0.3166666666666666,18,743.2118385,28775.3,886.25,11.52125
293,2024-09-29,45,6,RNROB4,9,19.5,23.4,8.55,0.4066666666666667,19,743.2118385,28775.3,996.25,12.95125
294,2024-09-29,42,6,RNROB5,6,25.1,20.8,11.25,0.0,16,743.2118385,28775.3,744.0,9.672
295,2024-09-29,29,4,RNROC1,6,25.2,19.5,9.25,0.3499999999999999,16,743.2118385,28775.3,898.25,15.27025
296,2024-09-29,40,6,RNROC2,7,24.1,20.2,7.35,0.3333333333333333,17,743.2118385,28775.3,843.5,14.339500000000001
297,2024-09-29,24,4,RNROC3,6,21.5,14.6,7.95,0.3733333333333333,16,743.2118385,28775.3,779.75,13.25575
298,2024-09-29,44,6,RNROC4,9,27.3,25.2,11.35,0.36,19,743.2118385,28775.3,904.0,15.368
299,2024-09-29,26,4,RNROC5,6,23.2,21.4,8.35,0.3533333333333333,16,743.2118385,28775.3,815.25,13.859250000000001
300,2024-09-29,15,2,RWGRA1,12,26.8,24.3,9.35,0.29,19,743.2118385,28775.3,1016.0,6.096
301,2024-09-29,4,1,RWGRA2,11,22.9,20.6,9.55,0.3366666666666666,19,743.2118385,28775.3,1060.0,6.36
302,2024-09-29,2,1,RWGRA3,12,22.4,20.8,8.35,0.2666666666666666,19,743.2118385,28775.3,950.5,5.703
303,2024-09-29,6,1,RWGRA4,8,23.4,16.5,8.15,0.2666666666666666,18,743.2118385,28775.3,1005.0,6.03
304,2024-09-29,8,1,RWGRA5,11,23.6,20.5,8.55,0.31,19,743.2118385,28775.3,1034.5,6.207000000000001
305,2024-09-29,12,2,RWGRB1,10,23.8,27.2,12.15,0.31,39,743.2118385,28775.3,968.0,12.584
306,2024-09-29,14,2,RWGRB2,7,19.9,19.8,6.45,0.36,17,743.2118385,28775.3,745.5,9.6915
307,2024-09-29,5,1,RWGRB3,9,22.4,19.3,8.55,0.3966666666666666,19,743.2118385,28775.3,995.5,12.9415
308,2024-09-29,10,2,RWGRB4,15,30.6,30.5,11.05,0.2833333333333334,19,743.2118385,28775.3,1018.0,13.234
309,2024-09-29,1,1,RWGRB5,13,26.2,21.5,12.55,0.2666666666666666,39,743.2118385,28775.3,1036.0,13.468
310,2024-09-29,3,1,RWGRC1,13,22.7,19.9,8.65,0.3433333333333333,37,743.2118385,28775.3,1042.5,17.7225
311,2024-09-29,9,2,RWGRC2,10,27.6,25.3,8.15,0.45,39,743.2118385,28775.3,823.0,13.991000000000001
312,2024-09-29,7,1,RWGRC3,12,24.1,17.5,8.05,0.3766666666666666,37,743.2118385,28775.3,990.5,16.8385
313,2024-09-29,13,2,RWGRC4,11,24.1,21.8,8.35,0.4333333333333333,37,743.2118385,28775.3,1013.0,17.221
314,2024-09-29,11,2,RWGRC5,13,26.2,24.1,9.45,0.3033333333333333,19,743.2118385,28775.3,900.0,15.3
315,2024-10-03,19,3,RNGRA1,15,29.1,20.6,11.25,0.265,44,809.2442445000001,28775.3,1172.25,7.0335
316,2024-10-03,22,3,RNGRA2,13,30.1,26.6,12.05,0.2875,19,809.2442445000001,28775.3,1127.25,6.7635000000000005
317,2024-10-03,16,3,RNGRA3,16,31.4,30.6,11.45,0.264,19,809.2442445000001,28775.3,1141.0,6.846
318,2024-10-03,36,5,RNGRA4,13,25.6,33.4,12.95,0.255,19,809.2442445000001,28775.3,966.25,5.7975
319,2024-10-03,32,5,RNGRA5,8,29.1,19.2,11.85,0.28,18,809.2442445000001,28775.3,989.5,5.937
320,2024-10-03,33,5,RNGRB1,10,26.8,29.2,12.15,0.275,19,809.2442445000001,28775.3,970.25,12.61325
321,2024-10-03,21,3,RNGRB2,15,30.5,29.8,12.35,0.278,46,809.2442445000001,28775.3,1331.0,17.303
322,2024-10-03,31,5,RNGRB3,11,32.4,31.7,15.35,0.2775,44,809.2442445000001,28775.3,1114.75,14.49175
323,2024-10-03,35,5,RNGRB4,12,29.2,22.5,11.35,0.2675,19,809.2442445000001,28775.3,1005.5,13.0715
324,2024-10-03,17,3,RNGRB5,15,31.7,33.1,13.95,0.2425,46,809.2442445000001,28775.3,1240.0,16.12
325,2024-10-03,30,5,RNGRC1,15,34.5,29.6,11.15,0.3,45,809.2442445000001,28775.3,1017.75,17.301750000000002
326,2024-10-03,37,5,RNGRC2,12,30.2,26.6,9.15,0.2925,19,809.2442445000001,28775.3,1021.25,17.361250000000002
327,2024-10-03,34,5,RNGRC3,13,30.1,24.5,11.35,0.305,44,809.2442445000001,28775.3,1061.5,18.0455
328,2024-10-03,18,3,RNGRC4,16,27.6,26.2,12.15,0.29,45,809.2442445000001,28775.3,1110.0,18.87
329,2024-10-03,20,3,RNGRC5,14,31.2,29.3,11.55,0.2675,44,809.2442445000001,28775.3,1173.75,19.95375
330,2024-10-03,28,4,RNROA1,8,16.8,14.5,7.35,0.29,18,809.2442445000001,28775.3,657.5,3.9450000000000003
331,2024-10-03,43,6,RNROA2,11,22.8,20.5,10.35,0.365,19,809.2442445000001,28775.3,856.25,5.1375
332,2024-10-03,41,6,RNROA3,11,26.8,24.5,10.15,0.325,19,809.2442445000001,28775.3,870.5,5.223000000000001
333,2024-10-03,39,6,RNROA4,10,21.7,19.2,10.35,0.3525,19,809.2442445000001,28775.3,884.25,5.3055
334,2024-10-03,25,4,RNROA5,8,24.2,19.8,9.55,0.3675,18,809.2442445000001,28775.3,800.25,4.801500000000001
335,2024-10-03,38,6,RNROB1,7,16.1,22.6,10.35,0.395,17,809.2442445000001,28775.3,719.25,9.35025
336,2024-10-03,23,4,RNROB2,11,24.7,21.6,11.05,0.35,19,809.2442445000001,28775.3,901.25,11.71625
337,2024-10-03,27,4,RNROB3,10,26.4,17.5,9.25,0.28,19,809.2442445000001,28775.3,928.0,12.064
338,2024-10-03,45,6,RNROB4,11,20.6,23.1,9.95,0.3825,19,809.2442445000001,28775.3,1066.25,13.86125
339,2024-10-03,42,6,RNROB5,7,30.1,22.6,11.85,0.32,17,809.2442445000001,28775.3,787.25,10.23425
340,2024-10-03,29,4,RNROC1,7,27.1,18.8,7.15,0.435,17,809.2442445000001,28775.3,967.25,16.443250000000003
341,2024-10-03,40,6,RNROC2,9,22.5,19.8,9.05,0.3575,19,809.2442445000001,28775.3,875.0,14.875
342,2024-10-03,24,4,RNROC3,7,21.4,15.1,9.85,0.345,17,809.2442445000001,28775.3,820.25,13.94425
343,2024-10-03,44,6,RNROC4,10,30.5,26.2,11.55,0.35,19,809.2442445000001,28775.3,976.75,16.60475
344,2024-10-03,26,4,RNROC5,7,23.4,20.6,9.35,0.3475,17,809.2442445000001,28775.3,846.25,14.38625
345,2024-10-03,15,2,RWGRA1,15,26.7,27.5,8.35,0.2875,19,809.2442445000001,28775.3,1083.0,6.498
346,2024-10-03,4,1,RWGRA2,15,24.8,23.6,11.55,0.29,19,809.2442445000001,28775.3,1128.0,6.768000000000001
347,2024-10-03,2,1,RWGRA3,14,23.5,24.2,11.15,0.2975,19,809.2442445000001,28775.3,990.5,5.9430000000000005
348,2024-10-03,6,1,RWGRA4,10,24.5,18.4,8.85,0.32,19,809.2442445000001,28775.3,1063.0,6.378
349,2024-10-03,8,1,RWGRA5,15,24.8,26.2,10.25,0.27,19,809.2442445000001,28775.3,1083.5,6.501
350,2024-10-03,12,2,RWGRB1,14,30.4,24.8,11.85,0.28,45,809.2442445000001,28775.3,1059.5,13.7735
351,2024-10-03,14,2,RWGRB2,10,22.4,21.5,7.05,0.2675,19,809.2442445000001,28775.3,800.5,10.4065
352,2024-10-03,5,1,RWGRB3,12,23.5,20.4,9.05,0.295,19,809.2442445000001,28775.3,1062.5,13.8125
353,2024-10-03,10,2,RWGRB4,15,33.1,29.6,13.25,0.335,19,809.2442445000001,28775.3,1105.5,14.3715
354,2024-10-03,1,1,RWGRB5,16,28.5,26.4,11.55,0.2299999999999999,44,809.2442445000001,28775.3,1131.5,14.7095
355,2024-10-03,3,1,RWGRC1,16,23.6,21.7,8.55,0.352,39,809.2442445000001,28775.3,1084.0,18.428
356,2024-10-03,9,2,RWGRC2,12,28.6,27.4,13.75,0.31,44,809.2442445000001,28775.3,877.5,14.9175
357,2024-10-03,7,1,RWGRC3,16,23.6,23.8,8.55,0.335,39,809.2442445000001,28775.3,1045.5,17.773500000000002
358,2024-10-03,13,2,RWGRC4,11,27.6,26.8,7.15,0.2975,45,809.2442445000001,28775.3,1058.0,17.986
359,2024-10-03,11,2,RWGRC5,16,27.8,25.6,15.15,0.335,19,809.2442445000001,28775.3,968.0,16.456
